,,,,MB-clonallines-nla-karyo-plate1c1_30,MB-clonallines-nla-karyo-plate1c1_38,MB-clonallines-nla-karyo-plate1c1_32,MB-clonallines-nla-karyo-plate1c1_24,MB-clonallines-nla-karyo-plate1c1_34,MB-clonallines-nla-karyo-plate1c1_28,MB-clonallines-nla-karyo-plate1c1_36,MB-clonallines-nla-karyo-plate1c1_26,MB-clonallines-nla-karyo-plate1c1_78,MB-clonallines-nla-karyo-plate1c1_99,MB-clonallines-nla-karyo-plate1c1_27,MB-clonallines-nla-karyo-plate1c1_107,MB-clonallines-nla-karyo-plate1c1_109,MB-clonallines-nla-karyo-plate1c1_33,MB-clonallines-nla-karyo-plate1c1_39,MB-clonallines-nla-karyo-plate1c1_50,MB-clonallines-nla-karyo-plate1c1_144,MB-clonallines-nla-karyo-plate1c1_130,MB-clonallines-nla-karyo-plate1c1_29,MB-clonallines-nla-karyo-plate1c1_58,MB-clonallines-nla-karyo-plate1c1_77,MB-clonallines-nla-karyo-plate1c1_197,MB-clonallines-nla-karyo-plate1c1_105,MB-clonallines-nla-karyo-plate1c1_103,MB-clonallines-nla-karyo-plate1c1_97,MB-clonallines-nla-karyo-plate1c1_111,MB-clonallines-nla-karyo-plate1c1_101,MB-clonallines-nla-karyo-plate1c1_102,MB-clonallines-nla-karyo-plate1c1_48,MB-clonallines-nla-karyo-plate1c1_56,MB-clonallines-nla-karyo-plate1c1_159,MB-clonallines-nla-karyo-plate1c1_35,MB-clonallines-nla-karyo-plate1c1_146,MB-clonallines-nla-karyo-plate1c1_54,MB-clonallines-nla-karyo-plate1c1_75,MB-clonallines-nla-karyo-plate1c1_73,MB-clonallines-nla-karyo-plate1c1_4,MB-clonallines-nla-karyo-plate1c1_125,MB-clonallines-nla-karyo-plate1c1_15,MB-clonallines-nla-karyo-plate1c1_128,MB-clonallines-nla-karyo-plate1c1_131,MB-clonallines-nla-karyo-plate1c1_17,MB-clonallines-nla-karyo-plate1c1_31,MB-clonallines-nla-karyo-plate1c1_81,MB-clonallines-nla-karyo-plate1c1_86,MB-clonallines-nla-karyo-plate1c1_100,MB-clonallines-nla-karyo-plate1c1_148,MB-clonallines-nla-karyo-plate1c1_158,MB-clonallines-nla-karyo-plate1c1_154,MB-clonallines-nla-karyo-plate1c1_52,MB-clonallines-nla-karyo-plate1c1_80,MB-clonallines-nla-karyo-plate1c1_76,MB-clonallines-nla-karyo-plate1c1_98,MB-clonallines-nla-karyo-plate1c1_122,MB-clonallines-nla-karyo-plate1c1_127,MB-clonallines-nla-karyo-plate1c1_1,MB-clonallines-nla-karyo-plate1c1_25,MB-clonallines-nla-karyo-plate1c1_132,MB-clonallines-nla-karyo-plate1c1_8,MB-clonallines-nla-karyo-plate1c1_74,MB-clonallines-nla-karyo-plate1c1_79,MB-clonallines-nla-karyo-plate1c1_85,MB-clonallines-nla-karyo-plate1c1_104,MB-clonallines-nla-karyo-plate1c1_82,MB-clonallines-nla-karyo-plate1c1_156,MB-clonallines-nla-karyo-plate1c1_106,MB-clonallines-nla-karyo-plate1c1_87,MB-clonallines-nla-karyo-plate1c1_168,MB-clonallines-nla-karyo-plate1c1_126,MB-clonallines-nla-karyo-plate1c1_13,MB-clonallines-nla-karyo-plate1c1_20,MB-clonallines-nla-karyo-plate1c1_134,MB-clonallines-nla-karyo-plate1c1_150,MB-clonallines-nla-karyo-plate1c1_120,MB-clonallines-nla-karyo-plate1c1_5,MB-clonallines-nla-karyo-plate1c1_155,MB-clonallines-nla-karyo-plate1c1_84,MB-clonallines-nla-karyo-plate1c1_42,MB-clonallines-nla-karyo-plate1c1_9,MB-clonallines-nla-karyo-plate1c1_37,MB-clonallines-nla-karyo-plate1c1_16,MB-clonallines-nla-karyo-plate1c1_108,MB-clonallines-nla-karyo-plate1c1_96,MB-clonallines-nla-karyo-plate1c1_152,MB-clonallines-nla-karyo-plate1c1_124,MB-clonallines-nla-karyo-plate1c1_72,MB-clonallines-nla-karyo-plate1c1_147,MB-clonallines-nla-karyo-plate1c1_121,MB-clonallines-nla-karyo-plate1c1_157,MB-clonallines-nla-karyo-plate1c1_12,MB-clonallines-nla-karyo-plate1c1_14,MB-clonallines-nla-karyo-plate1c1_235,MB-clonallines-nla-karyo-plate1c1_83,MB-clonallines-nla-karyo-plate1c1_23,MB-clonallines-nla-karyo-plate1c1_133,MB-clonallines-nla-karyo-plate1c1_145,MB-clonallines-nla-karyo-plate1c1_153,MB-clonallines-nla-karyo-plate1c1_18,MB-clonallines-nla-karyo-plate1c1_135,MB-clonallines-nla-karyo-plate1c1_110,MB-clonallines-nla-karyo-plate1c1_6,MB-clonallines-nla-karyo-plate1c1_129
129P2_OlaHsd,1,13000000,13250000,32.0,30.0,44.0,30.0,24.0,8.0,30.0,36.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,13250000,13500000,36.0,46.0,38.0,32.0,20.0,10.0,18.0,20.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,13250000,13500000,57.0,92.0,84.0,60.0,75.0,18.0,34.0,52.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,13500000,13750000,63.0,69.0,73.0,57.0,68.0,24.0,29.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,13500000,13750000,16.0,30.0,20.0,34.0,24.0,6.0,16.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,13750000,14000000,47.0,63.0,57.0,49.0,31.0,18.0,36.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,13750000,14000000,22.0,42.0,32.0,28.0,28.0,10.0,26.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,13750000,14000000,2.0,10.0,10.0,4.0,10.0,2.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,14000000,14250000,46.0,83.0,63.0,54.0,60.0,28.0,50.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,14000000,14250000,2.0,14.0,34.0,10.0,10.0,8.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,14000000,14250000,4.0,12.0,10.0,4.0,10.0,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,14250000,14500000,50.0,68.0,105.0,69.0,62.0,14.0,24.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,14250000,14500000,18.0,28.0,28.0,20.0,18.0,6.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,14250000,14500000,6.0,12.0,10.0,10.0,8.0,2.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,14500000,14750000,26.0,14.0,30.0,6.0,24.0,6.0,10.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,14500000,14750000,58.0,83.0,102.0,68.0,54.0,17.0,59.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,14500000,14750000,2.0,18.0,4.0,,6.0,6.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,14750000,15000000,10.0,14.0,12.0,6.0,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,14750000,15000000,10.0,16.0,20.0,10.0,4.0,4.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,14750000,15000000,51.0,70.0,116.0,37.0,66.0,23.0,36.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,15000000,15250000,49.0,50.0,73.0,55.0,47.0,32.0,47.0,55.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,15000000,15250000,2.0,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,15000000,15250000,6.0,8.0,4.0,4.0,4.0,,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,15250000,15500000,63.0,99.0,104.0,74.0,59.0,26.0,73.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,15500000,15750000,26.0,32.0,42.0,14.0,22.0,2.0,12.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,15500000,15750000,67.0,88.0,94.0,58.0,59.0,34.0,37.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,15500000,15750000,22.0,10.0,10.0,10.0,16.0,2.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,15750000,16000000,16.0,16.0,6.0,18.0,4.0,6.0,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,15750000,16000000,25.0,40.0,59.0,52.0,40.0,18.0,30.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,15750000,16000000,22.0,30.0,40.0,28.0,26.0,12.0,26.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,16000000,16250000,76.0,76.0,104.0,54.0,62.0,25.0,29.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,16000000,16250000,6.0,8.0,12.0,12.0,4.0,2.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,16000000,16250000,6.0,2.0,4.0,8.0,4.0,,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,16250000,16500000,64.0,79.0,119.0,82.0,63.0,26.0,57.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,16250000,16500000,4.0,8.0,6.0,4.0,4.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,16250000,16500000,4.0,4.0,10.0,12.0,,,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,16500000,16750000,80.0,92.0,136.0,86.0,80.0,40.0,50.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,66000000,66250000,30.0,16.0,40.0,34.0,16.0,9.0,15.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,16750000,17000000,63.0,77.0,94.0,81.0,54.0,24.0,49.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,16750000,17000000,2.0,2.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,17000000,17250000,83.0,95.0,106.0,68.0,88.0,38.0,65.0,75.0,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,17250000,17500000,49.0,54.0,58.0,22.0,41.0,25.0,17.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,17250000,17500000,10.0,16.0,20.0,26.0,24.0,4.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,17250000,17500000,6.0,8.0,14.0,,8.0,2.0,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,17500000,17750000,40.0,48.0,106.0,32.0,46.0,20.0,13.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,17500000,17750000,12.0,10.0,20.0,8.0,12.0,6.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,17500000,17750000,20.0,14.0,22.0,20.0,18.0,10.0,12.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,17750000,18000000,37.0,57.0,51.0,44.0,30.0,26.0,23.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,17750000,18000000,6.0,4.0,22.0,10.0,6.0,6.0,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,17750000,18000000,2.0,6.0,16.0,4.0,8.0,2.0,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,18000000,18250000,33.0,73.0,69.0,35.0,35.0,25.0,14.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,18000000,18250000,10.0,6.0,5.0,6.0,6.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,18000000,18250000,2.0,4.0,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,18250000,18500000,28.0,42.0,90.0,33.0,56.0,22.0,22.0,26.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,18250000,18500000,10.0,24.0,20.0,14.0,14.0,10.0,18.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,18250000,18500000,4.0,2.0,16.0,6.0,6.0,12.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,18500000,18750000,64.0,82.0,95.0,53.0,74.0,18.0,44.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,172500000,172750000,38.0,30.0,58.0,18.0,44.0,16.0,24.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,18750000,19000000,38.0,64.0,53.0,44.0,27.0,22.0,38.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,18750000,19000000,4.0,6.0,,4.0,8.0,,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,18750000,19000000,8.0,12.0,14.0,2.0,10.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,19000000,19250000,73.0,90.0,95.0,54.0,55.0,41.0,30.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,19000000,19250000,6.0,8.0,6.0,12.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,19000000,19250000,6.0,2.0,,,2.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,19250000,19500000,72.0,58.0,89.0,44.0,53.0,28.0,38.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,19500000,19750000,50.0,76.0,57.0,54.0,43.0,23.0,29.0,22.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,19500000,19750000,28.0,10.0,24.0,20.0,26.0,10.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,19500000,19750000,6.0,10.0,16.0,10.0,6.0,10.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,19750000,20000000,50.0,82.0,89.0,43.0,65.0,33.0,36.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,19750000,20000000,6.0,4.0,22.0,8.0,4.0,4.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,19750000,20000000,6.0,4.0,8.0,4.0,6.0,8.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,20000000,20250000,69.0,85.0,89.0,71.0,73.0,20.0,51.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,20250000,20500000,80.0,97.0,132.0,57.0,76.0,38.0,53.0,48.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,20500000,20750000,54.0,50.0,102.0,47.0,55.0,42.0,40.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,20500000,20750000,10.0,14.0,2.0,2.0,2.0,,4.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,20500000,20750000,12.0,12.0,16.0,16.0,10.0,2.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,20750000,21000000,16.0,12.0,18.0,8.0,12.0,10.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,20750000,21000000,65.0,80.0,73.0,73.0,51.0,33.0,39.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129P2_OlaHsd,1,20750000,21000000,30.0,34.0,50.0,32.0,30.0,12.0,26.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None,1,21000000,21250000,55.0,92.0,111.0,68.0,87.0,29.0,42.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C57BL_6NJ,1,21000000,21250000,4.0,,2.0,8.0,6.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
