sampleName,,,,MB-clonallines-scars-plate1c1_29,MB-clonallines-scars-plate1c1_35,MB-clonallines-scars-plate1c1_37,MB-clonallines-scars-plate1c1_33,MB-clonallines-scars-plate1c1_31,MB-clonallines-scars-plate1c1_39,MB-clonallines-scars-plate1c1_25,MB-clonallines-scars-plate1c1_27,MB-clonallines-scars-plate1c1_13,MB-clonallines-scars-plate1c1_14,MB-clonallines-scars-plate1c1_30,MB-clonallines-scars-plate1c1_2,MB-clonallines-scars-plate1c1_12,MB-clonallines-scars-plate1c1_345,MB-clonallines-scars-plate1c1_86,MB-clonallines-scars-plate1c1_73,MB-clonallines-scars-plate1c1_16,MB-clonallines-scars-plate1c1_235,MB-clonallines-scars-plate1c1_109,MB-clonallines-scars-plate1c1_18,MB-clonallines-scars-plate1c1_7,MB-clonallines-scars-plate1c1_54,MB-clonallines-scars-plate1c1_85,MB-clonallines-scars-plate1c1_60,MB-clonallines-scars-plate1c1_148,MB-clonallines-scars-plate1c1_88,MB-clonallines-scars-plate1c1_107,MB-clonallines-scars-plate1c1_19,MB-clonallines-scars-plate1c1_181,MB-clonallines-scars-plate1c1_17,MB-clonallines-scars-plate1c1_372,MB-clonallines-scars-plate1c1_376,MB-clonallines-scars-plate1c1_6,MB-clonallines-scars-plate1c1_4,MB-clonallines-scars-plate1c1_218,MB-clonallines-scars-plate1c1_23,MB-clonallines-scars-plate1c1_147,MB-clonallines-scars-plate1c1_216,MB-clonallines-scars-plate1c1_303,MB-clonallines-scars-plate1c1_5,MB-clonallines-scars-plate1c1_178,MB-clonallines-scars-plate1c1_8,MB-clonallines-scars-plate1c1_274,MB-clonallines-scars-plate1c1_334,MB-clonallines-scars-plate1c1_333,MB-clonallines-scars-plate1c1_121,MB-clonallines-scars-plate1c1_95,MB-clonallines-scars-plate1c1_40,MB-clonallines-scars-plate1c1_3,MB-clonallines-scars-plate1c1_21,MB-clonallines-scars-plate1c1_117,MB-clonallines-scars-plate1c1_58,MB-clonallines-scars-plate1c1_144,MB-clonallines-scars-plate1c1_293,MB-clonallines-scars-plate1c1_207,MB-clonallines-scars-plate1c1_111,MB-clonallines-scars-plate1c1_61,MB-clonallines-scars-plate1c1_129,MB-clonallines-scars-plate1c1_356,MB-clonallines-scars-plate1c1_36,MB-clonallines-scars-plate1c1_62,MB-clonallines-scars-plate1c1_304,MB-clonallines-scars-plate1c1_143,MB-clonallines-scars-plate1c1_373,MB-clonallines-scars-plate1c1_122,MB-clonallines-scars-plate1c1_97,MB-clonallines-scars-plate1c1_83,MB-clonallines-scars-plate1c1_137,MB-clonallines-scars-plate1c1_24,MB-clonallines-scars-plate1c1_22,MB-clonallines-scars-plate1c1_328,MB-clonallines-scars-plate1c1_197,MB-clonallines-scars-plate1c1_145,MB-clonallines-scars-plate1c1_287,MB-clonallines-scars-plate1c1_190,MB-clonallines-scars-plate1c1_329,MB-clonallines-scars-plate1c1_298,MB-clonallines-scars-plate1c1_10,MB-clonallines-scars-plate1c1_249,MB-clonallines-scars-plate1c1_200,MB-clonallines-scars-plate1c1_32,MB-clonallines-scars-plate1c1_59,MB-clonallines-scars-plate1c1_267,MB-clonallines-scars-plate1c1_353,MB-clonallines-scars-plate1c1_49,MB-clonallines-scars-plate1c1_131,MB-clonallines-scars-plate1c1_256,MB-clonallines-scars-plate1c1_379,MB-clonallines-scars-plate1c1_45,MB-clonallines-scars-plate1c1_52,MB-clonallines-scars-plate1c1_51,MB-clonallines-scars-plate1c1_175,MB-clonallines-scars-plate1c1_9,MB-clonallines-scars-plate1c1_47,MB-clonallines-scars-plate1c1_82,MB-clonallines-scars-plate1c1_280,MB-clonallines-scars-plate1c1_155,MB-clonallines-scars-plate1c1_209,MB-clonallines-scars-plate1c1_79,MB-clonallines-scars-plate1c1_80,MB-clonallines-scars-plate1c1_92,MB-clonallines-scars-plate1c1_75,MB-clonallines-scars-plate1c1_380,MB-clonallines-scars-plate1c1_15,MB-clonallines-scars-plate1c1_159,MB-clonallines-scars-plate1c1_230,MB-clonallines-scars-plate1c1_285,MB-clonallines-scars-plate1c1_125,MB-clonallines-scars-plate1c1_320,MB-clonallines-scars-plate1c1_306,MB-clonallines-scars-plate1c1_243,MB-clonallines-scars-plate1c1_63,MB-clonallines-scars-plate1c1_105,MB-clonallines-scars-plate1c1_180,MB-clonallines-scars-plate1c1_210,MB-clonallines-scars-plate1c1_347,MB-clonallines-scars-plate1c1_290,MB-clonallines-scars-plate1c1_67,MB-clonallines-scars-plate1c1_81,MB-clonallines-scars-plate1c1_265,MB-clonallines-scars-plate1c1_96,MB-clonallines-scars-plate1c1_339,MB-clonallines-scars-plate1c1_227,MB-clonallines-scars-plate1c1_165,MB-clonallines-scars-plate1c1_98,MB-clonallines-scars-plate1c1_118,MB-clonallines-scars-plate1c1_115,MB-clonallines-scars-plate1c1_199,MB-clonallines-scars-plate1c1_130,MB-clonallines-scars-plate1c1_113,MB-clonallines-scars-plate1c1_237,MB-clonallines-scars-plate1c1_374,MB-clonallines-scars-plate1c1_206,MB-clonallines-scars-plate1c1_134,MB-clonallines-scars-plate1c1_76,MB-clonallines-scars-plate1c1_299,MB-clonallines-scars-plate1c1_378,MB-clonallines-scars-plate1c1_313,MB-clonallines-scars-plate1c1_69,MB-clonallines-scars-plate1c1_224,MB-clonallines-scars-plate1c1_154,MB-clonallines-scars-plate1c1_246,MB-clonallines-scars-plate1c1_193,MB-clonallines-scars-plate1c1_215,MB-clonallines-scars-plate1c1_71,MB-clonallines-scars-plate1c1_104,MB-clonallines-scars-plate1c1_89,MB-clonallines-scars-plate1c1_44,MB-clonallines-scars-plate1c1_158,MB-clonallines-scars-plate1c1_53,MB-clonallines-scars-plate1c1_359,MB-clonallines-scars-plate1c1_365,MB-clonallines-scars-plate1c1_20,MB-clonallines-scars-plate1c1_26,MB-clonallines-scars-plate1c1_150,MB-clonallines-scars-plate1c1_170
12,None,114963492,WT,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,115158521,WT,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,115604060,WT,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,115604071,"115604197.D,115604198.D",,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,115604071,115604092.D,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,115604071,"115604195.D,115604196.D",,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,None,81920677,WT,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,None,90441975,WT,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114676846,114677057.D,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114682729,"114682785.D,114682786.D,114682787.D,114682788.D,114682789.D,114682790.D,114682887.D",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114682729,G.114682937.I,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114682729,114682864.D,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114682729,114682905.D,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114682729,"114682776.D,114682777.D,114682778.D,114682779.D,114682780.D,114682781.D,114682782.D,114682783.D,114682784.D,114682785.D,114682786.D,114682787.D",,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114682729,114682754.D,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114682729,114682797.D,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114704301,WT,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114704303,WT,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114708745,"114708915.D,114708916.D",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114724019.D,114724080.D,114724081.D",,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114723944.D,114724019.D",,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114723914.D,114723915.D,114723916.D,114723917.D,114723918.D,114723919.D,114724019.D",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,114724009.D,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114723869,A.114724080.I,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114723869,114723973.D,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114724080.D,114724081.D",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,"114723962.D,114723963.D",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114724020.D,114724085.D",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114723925.D,114723926.D,114723927.D,114723928.D,114723929.D,114723930.D,114724018.D,114724019.D",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114736342,"114736425.D,114736556.D",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114740505,114740607.D,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114746370,"114746417.D,114746418.D,C.114746413.I,G.114746407.I",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114746370,"114746421.D,114746422.D,114746423.D,114746424.D,114746425.D,114746426.D,114746427.D,114746428.D,114746429.D,114746454.D,114746455.D,114746456.D,114746457.D",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114746370,"114746415.D,114746416.D,114746417.D,114746418.D,114746419.D,114746420.D",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788581.D,114788582.D",,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,114788530.D,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788469,114788517.D,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788540.D",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788498.D,114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D",,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788619.D",,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788469,"114788524.D,114788525.D,114788526.D,114788527.D,114788528.D,114788529.D",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788470,"114788576.D,114788577.D",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788470,"114788552.D,114788627.D",,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114788470,114788511.D,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788470,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788639.D",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788470,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788642.D",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788470,114788618.D,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114788470,"114788585.D,C.114788580.I",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788470,T.114788621.I,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114788470,114788652.D,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788470,"114788651.D,114788652.D,C.114788646.I,G.114788645.I",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788470,"114788603.D,114788604.D,114788605.D,114788606.D,A.114788598.I,A.114788600.I,C.114788599.I,G.114788601.I",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788470,114788523.D,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114788470,114788571.D,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114788470,G.114788679.I,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788470,"114788552.D,114788619.D,114788620.D",,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788470,114788555.D,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
